"","Industry","AgeRange","Gender","Year","NLT_Claims","LT_Claims"
"1189","Food","15-19","Female","X2011",19,4
"1190","Food","15-19","Female","X2012",19,7
"1191","Food","15-19","Female","X2013",19,4
"1192","Food","15-19","Female","X2014",28,7
"1193","Food","15-19","Female","X2015",23,9
"1194","Food","15-19","Female","X2016",30,7
"1195","Food","15-19","Female","X2017",25,9
"1196","Food","15-19","Female","X2018",39,12
"1197","Food","15-19","Female","X2019",33,15
"1198","Food","15-19","Male","X2011",72,17
"1199","Food","15-19","Male","X2012",69,21
"1200","Food","15-19","Male","X2013",66,13
"1201","Food","15-19","Male","X2014",65,16
"1202","Food","15-19","Male","X2015",59,28
"1203","Food","15-19","Male","X2016",63,18
"1204","Food","15-19","Male","X2017",62,14
"1205","Food","15-19","Male","X2018",82,19
"1206","Food","15-19","Male","X2019",72,24
"1207","Food","20-24","Female","X2011",80,14
"1208","Food","20-24","Female","X2012",82,22
"1209","Food","20-24","Female","X2013",63,23
"1210","Food","20-24","Female","X2014",92,20
"1211","Food","20-24","Female","X2015",90,20
"1212","Food","20-24","Female","X2016",111,20
"1213","Food","20-24","Female","X2017",106,33
"1214","Food","20-24","Female","X2018",98,39
"1215","Food","20-24","Female","X2019",121,29
"1216","Food","20-24","Male","X2011",251,64
"1217","Food","20-24","Male","X2012",264,91
"1218","Food","20-24","Male","X2013",226,58
"1219","Food","20-24","Male","X2014",251,64
"1220","Food","20-24","Male","X2015",234,56
"1221","Food","20-24","Male","X2016",275,75
"1222","Food","20-24","Male","X2017",257,59
"1223","Food","20-24","Male","X2018",277,63
"1224","Food","20-24","Male","X2019",271,70
"1225","Food","25-29","Female","X2011",102,29
"1226","Food","25-29","Female","X2012",105,26
"1227","Food","25-29","Female","X2013",96,31
"1228","Food","25-29","Female","X2014",65,18
"1229","Food","25-29","Female","X2015",82,16
"1230","Food","25-29","Female","X2016",94,31
"1231","Food","25-29","Female","X2017",115,24
"1232","Food","25-29","Female","X2018",121,31
"1233","Food","25-29","Female","X2019",124,31
"1234","Food","25-29","Male","X2011",330,77
"1235","Food","25-29","Male","X2012",286,76
"1236","Food","25-29","Male","X2013",303,85
"1237","Food","25-29","Male","X2014",274,71
"1238","Food","25-29","Male","X2015",250,65
"1239","Food","25-29","Male","X2016",270,83
"1240","Food","25-29","Male","X2017",315,79
"1241","Food","25-29","Male","X2018",283,80
"1242","Food","25-29","Male","X2019",329,88
"1243","Food","30-34","Female","X2011",114,32
"1244","Food","30-34","Female","X2012",116,29
"1245","Food","30-34","Female","X2013",115,28
"1246","Food","30-34","Female","X2014",111,18
"1247","Food","30-34","Female","X2015",99,24
"1248","Food","30-34","Female","X2016",111,27
"1249","Food","30-34","Female","X2017",97,24
"1250","Food","30-34","Female","X2018",124,37
"1251","Food","30-34","Female","X2019",96,34
"1252","Food","30-34","Male","X2011",366,96
"1253","Food","30-34","Male","X2012",344,78
"1254","Food","30-34","Male","X2013",281,75
"1255","Food","30-34","Male","X2014",278,65
"1256","Food","30-34","Male","X2015",259,59
"1257","Food","30-34","Male","X2016",266,85
"1258","Food","30-34","Male","X2017",287,71
"1259","Food","30-34","Male","X2018",275,86
"1260","Food","30-34","Male","X2019",288,81
"1261","Food","35-39","Female","X2011",168,44
"1262","Food","35-39","Female","X2012",142,35
"1263","Food","35-39","Female","X2013",109,34
"1264","Food","35-39","Female","X2014",135,31
"1265","Food","35-39","Female","X2015",123,30
"1266","Food","35-39","Female","X2016",110,31
"1267","Food","35-39","Female","X2017",112,31
"1268","Food","35-39","Female","X2018",117,34
"1269","Food","35-39","Female","X2019",121,44
"1270","Food","35-39","Male","X2011",370,99
"1271","Food","35-39","Male","X2012",320,116
"1272","Food","35-39","Male","X2013",352,76
"1273","Food","35-39","Male","X2014",305,77
"1274","Food","35-39","Male","X2015",287,87
"1275","Food","35-39","Male","X2016",297,80
"1276","Food","35-39","Male","X2017",276,82
"1277","Food","35-39","Male","X2018",306,89
"1278","Food","35-39","Male","X2019",302,83
"1279","Food","40-44","Female","X2011",181,52
"1280","Food","40-44","Female","X2012",174,44
"1281","Food","40-44","Female","X2013",172,46
"1282","Food","40-44","Female","X2014",154,28
"1283","Food","40-44","Female","X2015",157,46
"1284","Food","40-44","Female","X2016",130,40
"1285","Food","40-44","Female","X2017",151,43
"1286","Food","40-44","Female","X2018",166,53
"1287","Food","40-44","Female","X2019",171,45
"1288","Food","40-44","Male","X2011",366,102
"1289","Food","40-44","Male","X2012",373,111
"1290","Food","40-44","Male","X2013",325,79
"1291","Food","40-44","Male","X2014",334,78
"1292","Food","40-44","Male","X2015",303,85
"1293","Food","40-44","Male","X2016",313,81
"1294","Food","40-44","Male","X2017",313,86
"1295","Food","40-44","Male","X2018",306,83
"1296","Food","40-44","Male","X2019",290,79
"1297","Food","45-49","Female","X2011",283,75
"1298","Food","45-49","Female","X2012",256,59
"1299","Food","45-49","Female","X2013",225,54
"1300","Food","45-49","Female","X2014",190,55
"1301","Food","45-49","Female","X2015",187,40
"1302","Food","45-49","Female","X2016",181,45
"1303","Food","45-49","Female","X2017",187,61
"1304","Food","45-49","Female","X2018",188,65
"1305","Food","45-49","Female","X2019",191,55
"1306","Food","45-49","Male","X2011",423,107
"1307","Food","45-49","Male","X2012",390,114
"1308","Food","45-49","Male","X2013",358,93
"1309","Food","45-49","Male","X2014",302,84
"1310","Food","45-49","Male","X2015",319,88
"1311","Food","45-49","Male","X2016",296,91
"1312","Food","45-49","Male","X2017",314,90
"1313","Food","45-49","Male","X2018",338,96
"1314","Food","45-49","Male","X2019",304,79
"1315","Food","50-54","Female","X2011",255,61
"1316","Food","50-54","Female","X2012",258,63
"1317","Food","50-54","Female","X2013",287,55
"1318","Food","50-54","Female","X2014",222,54
"1319","Food","50-54","Female","X2015",223,51
"1320","Food","50-54","Female","X2016",191,62
"1321","Food","50-54","Female","X2017",194,68
"1322","Food","50-54","Female","X2018",217,59
"1323","Food","50-54","Female","X2019",210,71
"1324","Food","50-54","Male","X2011",402,117
"1325","Food","50-54","Male","X2012",395,107
"1326","Food","50-54","Male","X2013",386,114
"1327","Food","50-54","Male","X2014",370,97
"1328","Food","50-54","Male","X2015",338,87
"1329","Food","50-54","Male","X2016",326,88
"1330","Food","50-54","Male","X2017",345,85
"1331","Food","50-54","Male","X2018",341,107
"1332","Food","50-54","Male","X2019",324,98
"1333","Food","55-59","Female","X2011",149,59
"1334","Food","55-59","Female","X2012",142,42
"1335","Food","55-59","Female","X2013",176,51
"1336","Food","55-59","Female","X2014",143,41
"1337","Food","55-59","Female","X2015",147,49
"1338","Food","55-59","Female","X2016",162,38
"1339","Food","55-59","Female","X2017",189,61
"1340","Food","55-59","Female","X2018",194,63
"1341","Food","55-59","Female","X2019",199,61
"1342","Food","55-59","Male","X2011",277,77
"1343","Food","55-59","Male","X2012",268,65
"1344","Food","55-59","Male","X2013",318,76
"1345","Food","55-59","Male","X2014",298,81
"1346","Food","55-59","Male","X2015",268,86
"1347","Food","55-59","Male","X2016",286,88
"1348","Food","55-59","Male","X2017",304,94
"1349","Food","55-59","Male","X2018",296,102
"1350","Food","55-59","Male","X2019",337,107
"1351","Food","60-64","Female","X2011",56,14
"1352","Food","60-64","Female","X2012",64,22
"1353","Food","60-64","Female","X2013",72,37
"1354","Food","60-64","Female","X2014",88,20
"1355","Food","60-64","Female","X2015",79,23
"1356","Food","60-64","Female","X2016",70,30
"1357","Food","60-64","Female","X2017",79,25
"1358","Food","60-64","Female","X2018",94,35
"1359","Food","60-64","Female","X2019",102,36
"1360","Food","60-64","Male","X2011",160,35
"1361","Food","60-64","Male","X2012",175,49
"1362","Food","60-64","Male","X2013",139,52
"1363","Food","60-64","Male","X2014",187,46
"1364","Food","60-64","Male","X2015",185,48
"1365","Food","60-64","Male","X2016",172,72
"1366","Food","60-64","Male","X2017",173,61
"1367","Food","60-64","Male","X2018",218,70
"1368","Food","60-64","Male","X2019",225,70
"1369","Food","65+","Female","X2011",24,7
"1370","Food","65+","Female","X2012",17,7
"1371","Food","65+","Female","X2013",20,4
"1372","Food","65+","Female","X2014",16,5
"1373","Food","65+","Female","X2015",25,5
"1374","Food","65+","Female","X2016",30,9
"1375","Food","65+","Female","X2017",17,4
"1376","Food","65+","Female","X2018",31,8
"1377","Food","65+","Female","X2019",34,8
"1378","Food","65+","Male","X2011",55,6
"1379","Food","65+","Male","X2012",78,10
"1380","Food","65+","Male","X2013",74,18
"1381","Food","65+","Male","X2014",92,25
"1382","Food","65+","Male","X2015",78,21
"1383","Food","65+","Male","X2016",79,19
"1384","Food","65+","Male","X2017",104,18
"1385","Food","65+","Male","X2018",116,27
"1386","Food","65+","Male","X2019",144,25
"1387","Forestry","15-19","Female","X2011",2,0
"1388","Forestry","15-19","Female","X2012",3,1
"1389","Forestry","15-19","Female","X2013",2,0
"1390","Forestry","15-19","Female","X2014",8,0
"1391","Forestry","15-19","Female","X2015",4,3
"1392","Forestry","15-19","Female","X2016",7,2
"1393","Forestry","15-19","Female","X2017",7,0
"1394","Forestry","15-19","Female","X2018",7,0
"1395","Forestry","15-19","Female","X2019",5,1
"1396","Forestry","15-19","Male","X2011",13,5
"1397","Forestry","15-19","Male","X2012",15,6
"1398","Forestry","15-19","Male","X2013",23,9
"1399","Forestry","15-19","Male","X2014",23,3
"1400","Forestry","15-19","Male","X2015",33,10
"1401","Forestry","15-19","Male","X2016",25,11
"1402","Forestry","15-19","Male","X2017",19,11
"1403","Forestry","15-19","Male","X2018",27,5
"1404","Forestry","15-19","Male","X2019",31,8
"1405","Forestry","20-24","Female","X2011",7,3
"1406","Forestry","20-24","Female","X2012",5,1
"1407","Forestry","20-24","Female","X2013",15,4
"1408","Forestry","20-24","Female","X2014",13,1
"1409","Forestry","20-24","Female","X2015",13,3
"1410","Forestry","20-24","Female","X2016",26,2
"1411","Forestry","20-24","Female","X2017",9,4
"1412","Forestry","20-24","Female","X2018",24,1
"1413","Forestry","20-24","Female","X2019",26,4
"1414","Forestry","20-24","Male","X2011",49,14
"1415","Forestry","20-24","Male","X2012",49,9
"1416","Forestry","20-24","Male","X2013",59,18
"1417","Forestry","20-24","Male","X2014",51,17
"1418","Forestry","20-24","Male","X2015",64,24
"1419","Forestry","20-24","Male","X2016",80,21
"1420","Forestry","20-24","Male","X2017",62,23
"1421","Forestry","20-24","Male","X2018",84,12
"1422","Forestry","20-24","Male","X2019",66,16
"1423","Forestry","25-29","Female","X2011",2,2
"1424","Forestry","25-29","Female","X2012",2,2
"1425","Forestry","25-29","Female","X2013",7,0
"1426","Forestry","25-29","Female","X2014",3,0
"1427","Forestry","25-29","Female","X2015",6,1
"1428","Forestry","25-29","Female","X2016",7,3
"1429","Forestry","25-29","Female","X2017",7,2
"1430","Forestry","25-29","Female","X2018",8,4
"1431","Forestry","25-29","Female","X2019",13,1
"1432","Forestry","25-29","Male","X2011",38,13
"1433","Forestry","25-29","Male","X2012",36,14
"1434","Forestry","25-29","Male","X2013",46,14
"1435","Forestry","25-29","Male","X2014",46,13
"1436","Forestry","25-29","Male","X2015",67,14
"1437","Forestry","25-29","Male","X2016",45,23
"1438","Forestry","25-29","Male","X2017",48,13
"1439","Forestry","25-29","Male","X2018",57,19
"1440","Forestry","25-29","Male","X2019",61,15
"1441","Forestry","30-34","Female","X2011",2,1
"1442","Forestry","30-34","Female","X2012",3,0
"1443","Forestry","30-34","Female","X2013",0,1
"1444","Forestry","30-34","Female","X2014",3,0
"1445","Forestry","30-34","Female","X2015",7,2
"1446","Forestry","30-34","Female","X2016",1,2
"1447","Forestry","30-34","Female","X2017",5,2
"1448","Forestry","30-34","Female","X2018",4,2
"1449","Forestry","30-34","Female","X2019",3,0
"1450","Forestry","30-34","Male","X2011",27,9
"1451","Forestry","30-34","Male","X2012",40,11
"1452","Forestry","30-34","Male","X2013",34,17
"1453","Forestry","30-34","Male","X2014",40,6
"1454","Forestry","30-34","Male","X2015",41,8
"1455","Forestry","30-34","Male","X2016",41,12
"1456","Forestry","30-34","Male","X2017",52,9
"1457","Forestry","30-34","Male","X2018",52,16
"1458","Forestry","30-34","Male","X2019",45,10
"1459","Forestry","35-39","Female","X2011",1,1
"1460","Forestry","35-39","Female","X2012",5,0
"1461","Forestry","35-39","Female","X2013",4,4
"1462","Forestry","35-39","Female","X2014",5,0
"1463","Forestry","35-39","Female","X2015",0,1
"1464","Forestry","35-39","Female","X2016",5,1
"1465","Forestry","35-39","Female","X2017",5,3
"1466","Forestry","35-39","Female","X2018",4,3
"1467","Forestry","35-39","Female","X2019",7,2
"1468","Forestry","35-39","Male","X2011",28,15
"1469","Forestry","35-39","Male","X2012",42,5
"1470","Forestry","35-39","Male","X2013",33,13
"1471","Forestry","35-39","Male","X2014",33,10
"1472","Forestry","35-39","Male","X2015",40,10
"1473","Forestry","35-39","Male","X2016",38,10
"1474","Forestry","35-39","Male","X2017",42,18
"1475","Forestry","35-39","Male","X2018",32,14
"1476","Forestry","35-39","Male","X2019",51,10
"1477","Forestry","40-44","Female","X2011",8,0
"1478","Forestry","40-44","Female","X2012",4,0
"1479","Forestry","40-44","Female","X2013",6,1
"1480","Forestry","40-44","Female","X2014",3,0
"1481","Forestry","40-44","Female","X2015",4,1
"1482","Forestry","40-44","Female","X2016",8,5
"1483","Forestry","40-44","Female","X2017",10,5
"1484","Forestry","40-44","Female","X2018",9,3
"1485","Forestry","40-44","Female","X2019",11,1
"1486","Forestry","40-44","Male","X2011",39,16
"1487","Forestry","40-44","Male","X2012",39,17
"1488","Forestry","40-44","Male","X2013",44,14
"1489","Forestry","40-44","Male","X2014",35,16
"1490","Forestry","40-44","Male","X2015",40,8
"1491","Forestry","40-44","Male","X2016",42,17
"1492","Forestry","40-44","Male","X2017",36,18
"1493","Forestry","40-44","Male","X2018",40,16
"1494","Forestry","40-44","Male","X2019",36,8
"1495","Forestry","45-49","Female","X2011",4,0
"1496","Forestry","45-49","Female","X2012",3,2
"1497","Forestry","45-49","Female","X2013",7,0
"1498","Forestry","45-49","Female","X2014",1,1
"1499","Forestry","45-49","Female","X2015",9,0
"1500","Forestry","45-49","Female","X2016",4,0
"1501","Forestry","45-49","Female","X2017",3,2
"1502","Forestry","45-49","Female","X2018",6,1
"1503","Forestry","45-49","Female","X2019",3,1
"1504","Forestry","45-49","Male","X2011",52,28
"1505","Forestry","45-49","Male","X2012",42,21
"1506","Forestry","45-49","Male","X2013",55,10
"1507","Forestry","45-49","Male","X2014",40,11
"1508","Forestry","45-49","Male","X2015",45,17
"1509","Forestry","45-49","Male","X2016",35,17
"1510","Forestry","45-49","Male","X2017",50,11
"1511","Forestry","45-49","Male","X2018",47,11
"1512","Forestry","45-49","Male","X2019",37,12
"1513","Forestry","50-54","Female","X2011",7,1
"1514","Forestry","50-54","Female","X2012",5,1
"1515","Forestry","50-54","Female","X2013",7,1
"1516","Forestry","50-54","Female","X2014",7,0
"1517","Forestry","50-54","Female","X2015",9,0
"1518","Forestry","50-54","Female","X2016",5,2
"1519","Forestry","50-54","Female","X2017",5,3
"1520","Forestry","50-54","Female","X2018",1,5
"1521","Forestry","50-54","Female","X2019",8,2
"1522","Forestry","50-54","Male","X2011",72,17
"1523","Forestry","50-54","Male","X2012",47,16
"1524","Forestry","50-54","Male","X2013",59,12
"1525","Forestry","50-54","Male","X2014",57,17
"1526","Forestry","50-54","Male","X2015",61,30
"1527","Forestry","50-54","Male","X2016",48,18
"1528","Forestry","50-54","Male","X2017",62,20
"1529","Forestry","50-54","Male","X2018",48,14
"1530","Forestry","50-54","Male","X2019",45,16
"1531","Forestry","55-59","Female","X2011",4,2
"1532","Forestry","55-59","Female","X2012",3,0
"1533","Forestry","55-59","Female","X2013",7,2
"1534","Forestry","55-59","Female","X2014",4,1
"1535","Forestry","55-59","Female","X2015",4,1
"1536","Forestry","55-59","Female","X2016",3,0
"1537","Forestry","55-59","Female","X2017",5,1
"1538","Forestry","55-59","Female","X2018",6,0
"1539","Forestry","55-59","Female","X2019",10,2
"1540","Forestry","55-59","Male","X2011",60,9
"1541","Forestry","55-59","Male","X2012",68,12
"1542","Forestry","55-59","Male","X2013",68,13
"1543","Forestry","55-59","Male","X2014",70,24
"1544","Forestry","55-59","Male","X2015",61,17
"1545","Forestry","55-59","Male","X2016",44,20
"1546","Forestry","55-59","Male","X2017",60,18
"1547","Forestry","55-59","Male","X2018",64,21
"1548","Forestry","55-59","Male","X2019",57,24
"1549","Forestry","60-64","Female","X2011",1,2
"1550","Forestry","60-64","Female","X2012",0,0
"1551","Forestry","60-64","Female","X2013",0,0
"1552","Forestry","60-64","Female","X2014",1,0
"1553","Forestry","60-64","Female","X2015",3,1
"1554","Forestry","60-64","Female","X2016",3,0
"1555","Forestry","60-64","Female","X2017",1,1
"1556","Forestry","60-64","Female","X2018",2,0
"1557","Forestry","60-64","Female","X2019",4,1
"1558","Forestry","60-64","Male","X2011",29,19
"1559","Forestry","60-64","Male","X2012",32,10
"1560","Forestry","60-64","Male","X2013",33,14
"1561","Forestry","60-64","Male","X2014",35,9
"1562","Forestry","60-64","Male","X2015",38,12
"1563","Forestry","60-64","Male","X2016",27,10
"1564","Forestry","60-64","Male","X2017",51,19
"1565","Forestry","60-64","Male","X2018",50,15
"1566","Forestry","60-64","Male","X2019",45,15
"1567","Forestry","65+","Female","X2011",2,0
"1568","Forestry","65+","Female","X2012",1,1
"1569","Forestry","65+","Female","X2013",3,0
"1570","Forestry","65+","Female","X2014",2,0
"1571","Forestry","65+","Female","X2015",2,1
"1572","Forestry","65+","Female","X2016",1,1
"1573","Forestry","65+","Female","X2017",1,0
"1574","Forestry","65+","Female","X2018",3,0
"1575","Forestry","65+","Female","X2019",6,0
"1576","Forestry","65+","Male","X2011",24,1
"1577","Forestry","65+","Male","X2012",29,3
"1578","Forestry","65+","Male","X2013",42,0
"1579","Forestry","65+","Male","X2014",55,5
"1580","Forestry","65+","Male","X2015",43,1
"1581","Forestry","65+","Male","X2016",42,3
"1582","Forestry","65+","Male","X2017",42,2
"1583","Forestry","65+","Male","X2018",46,2
"1584","Forestry","65+","Male","X2019",43,4
"1585","Health Care","15-19","Female","X2011",49,16
"1586","Health Care","15-19","Female","X2012",52,22
"1587","Health Care","15-19","Female","X2013",57,19
"1588","Health Care","15-19","Female","X2014",65,29
"1589","Health Care","15-19","Female","X2015",48,33
"1590","Health Care","15-19","Female","X2016",62,31
"1591","Health Care","15-19","Female","X2017",65,24
"1592","Health Care","15-19","Female","X2018",92,32
"1593","Health Care","15-19","Female","X2019",94,40
"1594","Health Care","15-19","Male","X2011",18,7
"1595","Health Care","15-19","Male","X2012",20,11
"1596","Health Care","15-19","Male","X2013",16,13
"1597","Health Care","15-19","Male","X2014",28,10
"1598","Health Care","15-19","Male","X2015",14,15
"1599","Health Care","15-19","Male","X2016",16,7
"1600","Health Care","15-19","Male","X2017",21,10
"1601","Health Care","15-19","Male","X2018",18,4
"1602","Health Care","15-19","Male","X2019",12,10
"1603","Health Care","20-24","Female","X2011",688,290
"1604","Health Care","20-24","Female","X2012",820,343
"1605","Health Care","20-24","Female","X2013",765,288
"1606","Health Care","20-24","Female","X2014",810,315
"1607","Health Care","20-24","Female","X2015",825,324
"1608","Health Care","20-24","Female","X2016",883,356
"1609","Health Care","20-24","Female","X2017",878,376
"1610","Health Care","20-24","Female","X2018",998,452
"1611","Health Care","20-24","Female","X2019",1063,502
"1612","Health Care","20-24","Male","X2011",120,47
"1613","Health Care","20-24","Male","X2012",117,42
"1614","Health Care","20-24","Male","X2013",122,31
"1615","Health Care","20-24","Male","X2014",107,37
"1616","Health Care","20-24","Male","X2015",124,42
"1617","Health Care","20-24","Male","X2016",123,46
"1618","Health Care","20-24","Male","X2017",131,44
"1619","Health Care","20-24","Male","X2018",151,60
"1620","Health Care","20-24","Male","X2019",160,53
"1621","Health Care","25-29","Female","X2011",1256,625
"1622","Health Care","25-29","Female","X2012",1368,663
"1623","Health Care","25-29","Female","X2013",1403,601
"1624","Health Care","25-29","Female","X2014",1500,566
"1625","Health Care","25-29","Female","X2015",1390,586
"1626","Health Care","25-29","Female","X2016",1451,635
"1627","Health Care","25-29","Female","X2017",1628,619
"1628","Health Care","25-29","Female","X2018",1602,735
"1629","Health Care","25-29","Female","X2019",1677,827
"1630","Health Care","25-29","Male","X2011",229,90
"1631","Health Care","25-29","Male","X2012",239,82
"1632","Health Care","25-29","Male","X2013",263,72
"1633","Health Care","25-29","Male","X2014",243,77
"1634","Health Care","25-29","Male","X2015",266,74
"1635","Health Care","25-29","Male","X2016",195,74
"1636","Health Care","25-29","Male","X2017",259,99
"1637","Health Care","25-29","Male","X2018",305,100
"1638","Health Care","25-29","Male","X2019",319,134
"1639","Health Care","30-34","Female","X2011",1156,578
"1640","Health Care","30-34","Female","X2012",1199,587
"1641","Health Care","30-34","Female","X2013",1262,609
"1642","Health Care","30-34","Female","X2014",1337,612
"1643","Health Care","30-34","Female","X2015",1375,606
"1644","Health Care","30-34","Female","X2016",1395,655
"1645","Health Care","30-34","Female","X2017",1488,664
"1646","Health Care","30-34","Female","X2018",1523,721
"1647","Health Care","30-34","Female","X2019",1586,760
"1648","Health Care","30-34","Male","X2011",203,102
"1649","Health Care","30-34","Male","X2012",209,109
"1650","Health Care","30-34","Male","X2013",209,98
"1651","Health Care","30-34","Male","X2014",237,76
"1652","Health Care","30-34","Male","X2015",246,86
"1653","Health Care","30-34","Male","X2016",225,95
"1654","Health Care","30-34","Male","X2017",236,88
"1655","Health Care","30-34","Male","X2018",250,129
"1656","Health Care","30-34","Male","X2019",275,152
"1657","Health Care","35-39","Female","X2011",1317,670
"1658","Health Care","35-39","Female","X2012",1321,733
"1659","Health Care","35-39","Female","X2013",1334,659
"1660","Health Care","35-39","Female","X2014",1441,614
"1661","Health Care","35-39","Female","X2015",1289,629
"1662","Health Care","35-39","Female","X2016",1369,675
"1663","Health Care","35-39","Female","X2017",1466,668
"1664","Health Care","35-39","Female","X2018",1485,767
"1665","Health Care","35-39","Female","X2019",1602,809
"1666","Health Care","35-39","Male","X2011",196,99
"1667","Health Care","35-39","Male","X2012",218,94
"1668","Health Care","35-39","Male","X2013",205,93
"1669","Health Care","35-39","Male","X2014",215,92
"1670","Health Care","35-39","Male","X2015",216,89
"1671","Health Care","35-39","Male","X2016",191,93
"1672","Health Care","35-39","Male","X2017",217,73
"1673","Health Care","35-39","Male","X2018",235,91
"1674","Health Care","35-39","Male","X2019",259,116
"1675","Health Care","40-44","Female","X2011",1505,802
"1676","Health Care","40-44","Female","X2012",1459,817
"1677","Health Care","40-44","Female","X2013",1553,700
"1678","Health Care","40-44","Female","X2014",1573,689
"1679","Health Care","40-44","Female","X2015",1480,709
"1680","Health Care","40-44","Female","X2016",1432,700
"1681","Health Care","40-44","Female","X2017",1458,740
"1682","Health Care","40-44","Female","X2018",1587,811
"1683","Health Care","40-44","Female","X2019",1517,904
"1684","Health Care","40-44","Male","X2011",191,117
"1685","Health Care","40-44","Male","X2012",217,111
"1686","Health Care","40-44","Male","X2013",258,95
"1687","Health Care","40-44","Male","X2014",237,98
"1688","Health Care","40-44","Male","X2015",224,107
"1689","Health Care","40-44","Male","X2016",222,93
"1690","Health Care","40-44","Male","X2017",240,94
"1691","Health Care","40-44","Male","X2018",236,102
"1692","Health Care","40-44","Male","X2019",235,95
"1693","Health Care","45-49","Female","X2011",1804,949
"1694","Health Care","45-49","Female","X2012",1704,993
"1695","Health Care","45-49","Female","X2013",1683,835
"1696","Health Care","45-49","Female","X2014",1679,818
"1697","Health Care","45-49","Female","X2015",1587,767
"1698","Health Care","45-49","Female","X2016",1575,824
"1699","Health Care","45-49","Female","X2017",1655,791
"1700","Health Care","45-49","Female","X2018",1675,863
"1701","Health Care","45-49","Female","X2019",1708,903
"1702","Health Care","45-49","Male","X2011",266,110
"1703","Health Care","45-49","Male","X2012",267,138
"1704","Health Care","45-49","Male","X2013",271,114
"1705","Health Care","45-49","Male","X2014",222,112
"1706","Health Care","45-49","Male","X2015",199,110
"1707","Health Care","45-49","Male","X2016",247,99
"1708","Health Care","45-49","Male","X2017",250,127
"1709","Health Care","45-49","Male","X2018",268,131
"1710","Health Care","45-49","Male","X2019",247,128
"1711","Health Care","50-54","Female","X2011",1676,873
"1712","Health Care","50-54","Female","X2012",1769,968
"1713","Health Care","50-54","Female","X2013",1839,935
"1714","Health Care","50-54","Female","X2014",1906,907
"1715","Health Care","50-54","Female","X2015",1891,822
"1716","Health Care","50-54","Female","X2016",1826,963
"1717","Health Care","50-54","Female","X2017",1855,892
"1718","Health Care","50-54","Female","X2018",1855,950
"1719","Health Care","50-54","Female","X2019",1824,961
"1720","Health Care","50-54","Male","X2011",232,108
"1721","Health Care","50-54","Male","X2012",274,117
"1722","Health Care","50-54","Male","X2013",264,110
"1723","Health Care","50-54","Male","X2014",266,120
"1724","Health Care","50-54","Male","X2015",272,110
"1725","Health Care","50-54","Male","X2016",238,111
"1726","Health Care","50-54","Male","X2017",259,122
"1727","Health Care","50-54","Male","X2018",264,102
"1728","Health Care","50-54","Male","X2019",245,151
"1729","Health Care","55-59","Female","X2011",1265,701
"1730","Health Care","55-59","Female","X2012",1304,726
"1731","Health Care","55-59","Female","X2013",1319,687
"1732","Health Care","55-59","Female","X2014",1460,680
"1733","Health Care","55-59","Female","X2015",1373,601
"1734","Health Care","55-59","Female","X2016",1465,686
"1735","Health Care","55-59","Female","X2017",1613,758
"1736","Health Care","55-59","Female","X2018",1578,877
"1737","Health Care","55-59","Female","X2019",1658,913
"1738","Health Care","55-59","Male","X2011",162,81
"1739","Health Care","55-59","Male","X2012",174,90
"1740","Health Care","55-59","Male","X2013",198,82
"1741","Health Care","55-59","Male","X2014",192,89
"1742","Health Care","55-59","Male","X2015",201,84
"1743","Health Care","55-59","Male","X2016",238,93
"1744","Health Care","55-59","Male","X2017",260,109
"1745","Health Care","55-59","Male","X2018",218,110
"1746","Health Care","55-59","Male","X2019",235,110
"1747","Health Care","60-64","Female","X2011",571,359
"1748","Health Care","60-64","Female","X2012",664,392
"1749","Health Care","60-64","Female","X2013",712,369
"1750","Health Care","60-64","Female","X2014",739,373
"1751","Health Care","60-64","Female","X2015",761,386
"1752","Health Care","60-64","Female","X2016",781,419
"1753","Health Care","60-64","Female","X2017",811,421
"1754","Health Care","60-64","Female","X2018",884,520
"1755","Health Care","60-64","Female","X2019",942,521
"1756","Health Care","60-64","Male","X2011",81,44
"1757","Health Care","60-64","Male","X2012",88,50
"1758","Health Care","60-64","Male","X2013",100,42
"1759","Health Care","60-64","Male","X2014",106,37
"1760","Health Care","60-64","Male","X2015",95,42
"1761","Health Care","60-64","Male","X2016",94,52
"1762","Health Care","60-64","Male","X2017",139,60
"1763","Health Care","60-64","Male","X2018",140,61
"1764","Health Care","60-64","Male","X2019",144,76
"1765","Health Care","65+","Female","X2011",129,71
"1766","Health Care","65+","Female","X2012",168,111
"1767","Health Care","65+","Female","X2013",222,111
"1768","Health Care","65+","Female","X2014",230,113
"1769","Health Care","65+","Female","X2015",222,118
"1770","Health Care","65+","Female","X2016",237,168
"1771","Health Care","65+","Female","X2017",276,164
"1772","Health Care","65+","Female","X2018",281,166
"1773","Health Care","65+","Female","X2019",320,228
"1774","Health Care","65+","Male","X2011",40,20
"1775","Health Care","65+","Male","X2012",25,9
"1776","Health Care","65+","Male","X2013",46,19
"1777","Health Care","65+","Male","X2014",40,16
"1778","Health Care","65+","Male","X2015",31,17
"1779","Health Care","65+","Male","X2016",40,25
"1780","Health Care","65+","Male","X2017",50,28
"1781","Health Care","65+","Male","X2018",50,34
"1782","Health Care","65+","Male","X2019",60,26
"1783","Manufacturing","15-19","Female","X2011",45,20
"1784","Manufacturing","15-19","Female","X2012",40,14
"1785","Manufacturing","15-19","Female","X2013",50,15
