Industry Sector,Injury/Illness Year,Age Group,Gender,NoLostTime
Schedule 2,2018,15-19,Female,135
Schedule 2,2018,20-24,Female,533
Schedule 2,2018,25-29,Female,765
Schedule 2,2018,30-34,Female,681
Schedule 2,2018,35-39,Female,835
Schedule 2,2018,40-44,Female,1033
Schedule 2,2018,45-49,Female,1117
Schedule 2,2018,50-54,Female,1242
Schedule 2,2018,55-59,Female,1025
Schedule 2,2018,60-64,Female,479
Schedule 2,2018,65+,Female,162
Schedule 2,2018,NA,Female,7
Schedule 2,2019,15-19,Female,150
Schedule 2,2019,20-24,Female,487
Schedule 2,2019,25-29,Female,818
Schedule 2,2019,30-34,Female,835
Schedule 2,2019,35-39,Female,901
Schedule 2,2019,40-44,Female,1035
Schedule 2,2019,45-49,Female,1094
Schedule 2,2019,50-54,Female,1145
Schedule 2,2019,55-59,Female,1038
Schedule 2,2019,60-64,Female,489
Schedule 2,2019,65+,Female,182
Schedule 2,2019,NA,Female,4
Services,2011,15-19,Female,1156
Services,2011,20-24,Female,1752
Services,2011,25-29,Female,1193
Services,2011,30-34,Female,922
Services,2011,35-39,Female,1015
Services,2011,40-44,Female,1128
Services,2011,45-49,Female,1484
Services,2011,50-54,Female,1357
Services,2011,55-59,Female,908
Services,2011,60-64,Female,548
Services,2011,65+,Female,178
Services,2011,NA,Female,70
Services,2012,15-19,Female,1315
Services,2012,20-24,Female,1860
Services,2012,25-29,Female,1208
Services,2012,30-34,Female,969
Services,2012,35-39,Female,928
Services,2012,40-44,Female,1110
Services,2012,45-49,Female,1332
Services,2012,50-54,Female,1265
Services,2012,55-59,Female,974
Services,2012,60-64,Female,516
Services,2012,65+,Female,153
Services,2012,NA,Female,35
Services,2013,15-19,Female,1275
Services,2013,20-24,Female,1982
Services,2013,25-29,Female,1289
Services,2013,30-34,Female,981
Services,2013,35-39,Female,929
Services,2013,40-44,Female,1065
Services,2013,45-49,Female,1240
Services,2013,50-54,Female,1365
Services,2013,55-59,Female,1004
Services,2013,60-64,Female,486
Services,2013,65+,Female,168
Services,2013,NA,Female,58
Services,2014,15-19,Female,1279
Services,2014,20-24,Female,2045
Services,2014,25-29,Female,1237
Services,2014,30-34,Female,994
Services,2014,35-39,Female,903
Services,2014,40-44,Female,1074
Services,2014,45-49,Female,1194
Services,2014,50-54,Female,1265
Services,2014,55-59,Female,1044
Services,2014,60-64,Female,527
Services,2014,65+,Female,218
Services,2014,NA,Female,49
Services,2015,15-19,Female,1415
Services,2015,20-24,Female,2005
Services,2015,25-29,Female,1296
Services,2015,30-34,Female,980
Services,2015,35-39,Female,942
Services,2015,40-44,Female,1004
Services,2015,45-49,Female,1154
Services,2015,50-54,Female,1343
Services,2015,55-59,Female,1013
Services,2015,60-64,Female,533
Services,2015,65+,Female,227
Services,2015,NA,Female,34
Services,2016,15-19,Female,1440
Services,2016,20-24,Female,2234
Services,2016,25-29,Female,1388
Services,2016,30-34,Female,1012
Services,2016,35-39,Female,899
Services,2016,40-44,Female,954
Services,2016,45-49,Female,1105
Services,2016,50-54,Female,1249
Services,2016,55-59,Female,1124
Services,2016,60-64,Female,592
Services,2016,65+,Female,231
Services,2016,NA,Female,21
Services,2017,15-19,Female,1564
Services,2017,20-24,Female,2190
Services,2017,25-29,Female,1515
Services,2017,30-34,Female,1042
Services,2017,35-39,Female,939
Services,2017,40-44,Female,1003
Services,2017,45-49,Female,1157
Services,2017,50-54,Female,1355
Services,2017,55-59,Female,1189
Services,2017,60-64,Female,679
Services,2017,65+,Female,271
Services,2017,NA,Female,24
Services,2018,15-19,Female,1438
Services,2018,20-24,Female,2193
Services,2018,25-29,Female,1533
Services,2018,30-34,Female,1056
Services,2018,35-39,Female,954
Services,2018,40-44,Female,984
Services,2018,45-49,Female,1192
Services,2018,50-54,Female,1266
Services,2018,55-59,Female,1237
Services,2018,60-64,Female,722
Services,2018,65+,Female,314
Services,2018,NA,Female,23
Services,2019,15-19,Female,1501
Services,2019,20-24,Female,2154
Services,2019,25-29,Female,1598
Services,2019,30-34,Female,1061
Services,2019,35-39,Female,990
Services,2019,40-44,Female,1008
Services,2019,45-49,Female,1108
Services,2019,50-54,Female,1213
Services,2019,55-59,Female,1246
Services,2019,60-64,Female,757
Services,2019,65+,Female,347
Services,2019,NA,Female,39
Transportation,2011,15-19,Female,25
Transportation,2011,20-24,Female,128
Transportation,2011,25-29,Female,142
Transportation,2011,30-34,Female,159
Transportation,2011,35-39,Female,141
Transportation,2011,40-44,Female,191
Transportation,2011,45-49,Female,231
Transportation,2011,50-54,Female,183
Transportation,2011,55-59,Female,117
Transportation,2011,60-64,Female,63
Transportation,2011,65+,Female,13
Transportation,2011,NA,Female,3
Transportation,2012,15-19,Female,22
Transportation,2012,20-24,Female,103
Transportation,2012,25-29,Female,131
Transportation,2012,30-34,Female,134
Transportation,2012,35-39,Female,151
Transportation,2012,40-44,Female,178
Transportation,2012,45-49,Female,212
Transportation,2012,50-54,Female,197
Transportation,2012,55-59,Female,123
Transportation,2012,60-64,Female,58
Transportation,2012,65+,Female,18
Transportation,2012,NA,Female,1
Transportation,2013,15-19,Female,15
Transportation,2013,20-24,Female,129
Transportation,2013,25-29,Female,159
Transportation,2013,30-34,Female,117
Transportation,2013,35-39,Female,164
Transportation,2013,40-44,Female,170
Transportation,2013,45-49,Female,176
Transportation,2013,50-54,Female,210
Transportation,2013,55-59,Female,114
Transportation,2013,60-64,Female,65
Transportation,2013,65+,Female,27
Transportation,2013,NA,Female,3
Transportation,2014,15-19,Female,30
Transportation,2014,20-24,Female,110
Transportation,2014,25-29,Female,124
Transportation,2014,30-34,Female,143
Transportation,2014,35-39,Female,158
Transportation,2014,40-44,Female,179
Transportation,2014,45-49,Female,180
Transportation,2014,50-54,Female,231
Transportation,2014,55-59,Female,144
Transportation,2014,60-64,Female,67
Transportation,2014,65+,Female,34
Transportation,2014,NA,Female,4
Transportation,2015,15-19,Female,33
Transportation,2015,20-24,Female,110
Transportation,2015,25-29,Female,148
Transportation,2015,30-34,Female,149
Transportation,2015,35-39,Female,145
Transportation,2015,40-44,Female,150
Transportation,2015,45-49,Female,180
Transportation,2015,50-54,Female,207
Transportation,2015,55-59,Female,139
Transportation,2015,60-64,Female,64
Transportation,2015,65+,Female,27
Transportation,2015,NA,Female,0
Transportation,2016,15-19,Female,18
Transportation,2016,20-24,Female,139
Transportation,2016,25-29,Female,115
Transportation,2016,30-34,Female,153
Transportation,2016,35-39,Female,146
Transportation,2016,40-44,Female,168
Transportation,2016,45-49,Female,174
Transportation,2016,50-54,Female,215
Transportation,2016,55-59,Female,150
Transportation,2016,60-64,Female,75
Transportation,2016,65+,Female,37
Transportation,2016,NA,Female,4
Transportation,2017,15-19,Female,35
Transportation,2017,20-24,Female,130
Transportation,2017,25-29,Female,128
Transportation,2017,30-34,Female,151
Transportation,2017,35-39,Female,159
Transportation,2017,40-44,Female,174
Transportation,2017,45-49,Female,191
Transportation,2017,50-54,Female,201
Transportation,2017,55-59,Female,166
Transportation,2017,60-64,Female,79
Transportation,2017,65+,Female,36
Transportation,2017,NA,Female,2
Transportation,2018,15-19,Female,47
Transportation,2018,20-24,Female,173
Transportation,2018,25-29,Female,174
Transportation,2018,30-34,Female,177
Transportation,2018,35-39,Female,166
Transportation,2018,40-44,Female,152
Transportation,2018,45-49,Female,169
Transportation,2018,50-54,Female,193
Transportation,2018,55-59,Female,197
Transportation,2018,60-64,Female,98
Transportation,2018,65+,Female,44
Transportation,2018,NA,Female,2
Transportation,2019,15-19,Female,34
Transportation,2019,20-24,Female,199
Transportation,2019,25-29,Female,162
Transportation,2019,30-34,Female,155
Transportation,2019,35-39,Female,175
Transportation,2019,40-44,Female,183
Transportation,2019,45-49,Female,195
Transportation,2019,50-54,Female,217
Transportation,2019,55-59,Female,198
Transportation,2019,60-64,Female,118
Transportation,2019,65+,Female,49
Transportation,2019,NA,Female,1
Agriculture,2011,15-19,Male,91
Agriculture,2011,20-24,Male,218
Agriculture,2011,25-29,Male,176
Agriculture,2011,30-34,Male,150
Agriculture,2011,35-39,Male,148
Agriculture,2011,40-44,Male,121
Agriculture,2011,45-49,Male,126
Agriculture,2011,50-54,Male,79
Agriculture,2011,55-59,Male,59
Agriculture,2011,60-64,Male,37
Agriculture,2011,65+,Male,16
Agriculture,2011,NA,Male,8
Agriculture,2012,15-19,Male,99
Agriculture,2012,20-24,Male,224
Agriculture,2012,25-29,Male,212
Agriculture,2012,30-34,Male,168
Agriculture,2012,35-39,Male,123
Agriculture,2012,40-44,Male,116
Agriculture,2012,45-49,Male,109
Agriculture,2012,50-54,Male,100
Agriculture,2012,55-59,Male,52
Agriculture,2012,60-64,Male,48
Agriculture,2012,65+,Male,22
Agriculture,2012,NA,Male,3
Agriculture,2013,15-19,Male,105
Agriculture,2013,20-24,Male,270
Agriculture,2013,25-29,Male,229
Agriculture,2013,30-34,Male,187
Agriculture,2013,35-39,Male,174
Agriculture,2013,40-44,Male,136
Agriculture,2013,45-49,Male,122
Agriculture,2013,50-54,Male,97
Agriculture,2013,55-59,Male,60
Agriculture,2013,60-64,Male,49
Agriculture,2013,65+,Male,32
Agriculture,2013,NA,Male,5
Agriculture,2014,15-19,Male,98
Agriculture,2014,20-24,Male,261
Agriculture,2014,25-29,Male,244
Agriculture,2014,30-34,Male,161
Agriculture,2014,35-39,Male,159
Agriculture,2014,40-44,Male,146
Agriculture,2014,45-49,Male,120
Agriculture,2014,50-54,Male,108
Agriculture,2014,55-59,Male,83
Agriculture,2014,60-64,Male,54
Agriculture,2014,65+,Male,27
Agriculture,2014,NA,Male,17
Agriculture,2015,15-19,Male,101
Agriculture,2015,20-24,Male,282
Agriculture,2015,25-29,Male,211
Agriculture,2015,30-34,Male,173
Agriculture,2015,35-39,Male,157
Agriculture,2015,40-44,Male,148
Agriculture,2015,45-49,Male,127
Agriculture,2015,50-54,Male,112
Agriculture,2015,55-59,Male,74
Agriculture,2015,60-64,Male,56
Agriculture,2015,65+,Male,31
Agriculture,2015,NA,Male,5
Agriculture,2016,15-19,Male,100
Agriculture,2016,20-24,Male,253
Agriculture,2016,25-29,Male,257
Agriculture,2016,30-34,Male,221
Agriculture,2016,35-39,Male,175
Agriculture,2016,40-44,Male,157
Agriculture,2016,45-49,Male,135
Agriculture,2016,50-54,Male,103
Agriculture,2016,55-59,Male,84
Agriculture,2016,60-64,Male,37
Agriculture,2016,65+,Male,29
Agriculture,2016,NA,Male,1
Agriculture,2017,15-19,Male,99
Agriculture,2017,20-24,Male,280
Agriculture,2017,25-29,Male,315
Agriculture,2017,30-34,Male,247
Agriculture,2017,35-39,Male,211
Agriculture,2017,40-44,Male,163
Agriculture,2017,45-49,Male,150
Agriculture,2017,50-54,Male,118
Agriculture,2017,55-59,Male,87
Agriculture,2017,60-64,Male,59
Agriculture,2017,65+,Male,31
Agriculture,2017,NA,Male,4
Agriculture,2018,15-19,Male,97
Agriculture,2018,20-24,Male,262
Agriculture,2018,25-29,Male,317
Agriculture,2018,30-34,Male,250
Agriculture,2018,35-39,Male,186
Agriculture,2018,40-44,Male,165
Agriculture,2018,45-49,Male,126
Agriculture,2018,50-54,Male,131
Agriculture,2018,55-59,Male,109
Agriculture,2018,60-64,Male,47
Agriculture,2018,65+,Male,36
Agriculture,2018,NA,Male,5
Agriculture,2019,15-19,Male,88
Agriculture,2019,20-24,Male,286
Agriculture,2019,25-29,Male,323
Agriculture,2019,30-34,Male,274
Agriculture,2019,35-39,Male,203
Agriculture,2019,40-44,Male,174
Agriculture,2019,45-49,Male,138
Agriculture,2019,50-54,Male,125
Agriculture,2019,55-59,Male,119
Agriculture,2019,60-64,Male,64
Agriculture,2019,65+,Male,54
Agriculture,2019,NA,Male,6
Automotive,2011,15-19,Male,105
Automotive,2011,20-24,Male,440
Automotive,2011,25-29,Male,523
Automotive,2011,30-34,Male,698
Automotive,2011,35-39,Male,813
Automotive,2011,40-44,Male,918
Automotive,2011,45-49,Male,1086
Automotive,2011,50-54,Male,879
Automotive,2011,55-59,Male,456
Automotive,2011,60-64,Male,212
Automotive,2011,65+,Male,70
Automotive,2011,NA,Male,7
Automotive,2012,15-19,Male,110
Automotive,2012,20-24,Male,578
Automotive,2012,25-29,Male,560
Automotive,2012,30-34,Male,711
Automotive,2012,35-39,Male,828
Automotive,2012,40-44,Male,841
Automotive,2012,45-49,Male,1025
Automotive,2012,50-54,Male,926
Automotive,2012,55-59,Male,530
Automotive,2012,60-64,Male,221
Automotive,2012,65+,Male,60
Automotive,2012,NA,Male,6
Automotive,2013,15-19,Male,105
Automotive,2013,20-24,Male,503
Automotive,2013,25-29,Male,539
Automotive,2013,30-34,Male,613
Automotive,2013,35-39,Male,716
Automotive,2013,40-44,Male,876
Automotive,2013,45-49,Male,989
Automotive,2013,50-54,Male,916
Automotive,2013,55-59,Male,527
Automotive,2013,60-64,Male,243
Automotive,2013,65+,Male,76
Automotive,2013,NA,Male,6
Automotive,2014,15-19,Male,139
Automotive,2014,20-24,Male,506
Automotive,2014,25-29,Male,539
Automotive,2014,30-34,Male,547
Automotive,2014,35-39,Male,683
Automotive,2014,40-44,Male,850
Automotive,2014,45-49,Male,864
Automotive,2014,50-54,Male,899
Automotive,2014,55-59,Male,587
Automotive,2014,60-64,Male,261
Automotive,2014,65+,Male,104
Automotive,2014,NA,Male,3
Automotive,2015,15-19,Male,124
Automotive,2015,20-24,Male,584
Automotive,2015,25-29,Male,552
Automotive,2015,30-34,Male,623
Automotive,2015,35-39,Male,653
Automotive,2015,40-44,Male,690
Automotive,2015,45-49,Male,794
Automotive,2015,50-54,Male,827
Automotive,2015,55-59,Male,609
Automotive,2015,60-64,Male,265
Automotive,2015,65+,Male,116
Automotive,2015,NA,Male,5
Automotive,2016,15-19,Male,161
Automotive,2016,20-24,Male,636
Automotive,2016,25-29,Male,628
Automotive,2016,30-34,Male,632
Automotive,2016,35-39,Male,657
Automotive,2016,40-44,Male,663
Automotive,2016,45-49,Male,791
Automotive,2016,50-54,Male,737
Automotive,2016,55-59,Male,552
Automotive,2016,60-64,Male,275
Automotive,2016,65+,Male,98
Automotive,2016,NA,Male,3
Automotive,2017,15-19,Male,111
Automotive,2017,20-24,Male,609
Automotive,2017,25-29,Male,646
Automotive,2017,30-34,Male,596
Automotive,2017,35-39,Male,576
Automotive,2017,40-44,Male,664
Automotive,2017,45-49,Male,704
Automotive,2017,50-54,Male,761
Automotive,2017,55-59,Male,607
Automotive,2017,60-64,Male,305
Automotive,2017,65+,Male,150
Automotive,2017,NA,Male,0
Automotive,2018,15-19,Male,144
Automotive,2018,20-24,Male,592
Automotive,2018,25-29,Male,696
Automotive,2018,30-34,Male,572
Automotive,2018,35-39,Male,620
Automotive,2018,40-44,Male,601
Automotive,2018,45-49,Male,703
Automotive,2018,50-54,Male,742
Automotive,2018,55-59,Male,604
Automotive,2018,60-64,Male,333
Automotive,2018,65+,Male,160
Automotive,2018,NA,Male,0
Automotive,2019,15-19,Male,129
Automotive,2019,20-24,Male,541
Automotive,2019,25-29,Male,571
Automotive,2019,30-34,Male,513
Automotive,2019,35-39,Male,509
Automotive,2019,40-44,Male,568
Automotive,2019,45-49,Male,580
Automotive,2019,50-54,Male,652
Automotive,2019,55-59,Male,609
Automotive,2019,60-64,Male,315
Automotive,2019,65+,Male,167
Automotive,2019,NA,Male,2
Chemicals/Process,2011,15-19,Male,27
Chemicals/Process,2011,20-24,Male,143
Chemicals/Process,2011,25-29,Male,163
Chemicals/Process,2011,30-34,Male,179
Chemicals/Process,2011,35-39,Male,211
Chemicals/Process,2011,40-44,Male,256
Chemicals/Process,2011,45-49,Male,336
Chemicals/Process,2011,50-54,Male,287
Chemicals/Process,2011,55-59,Male,194
Chemicals/Process,2011,60-64,Male,107
Chemicals/Process,2011,65+,Male,53
Chemicals/Process,2011,NA,Male,2
Chemicals/Process,2012,15-19,Male,36
Chemicals/Process,2012,20-24,Male,139
Chemicals/Process,2012,25-29,Male,166
Chemicals/Process,2012,30-34,Male,209
Chemicals/Process,2012,35-39,Male,239
Chemicals/Process,2012,40-44,Male,209
Chemicals/Process,2012,45-49,Male,299
Chemicals/Process,2012,50-54,Male,237
Chemicals/Process,2012,55-59,Male,188
Chemicals/Process,2012,60-64,Male,122
Chemicals/Process,2012,65+,Male,65
Chemicals/Process,2012,NA,Male,3
Chemicals/Process,2013,15-19,Male,28
Chemicals/Process,2013,20-24,Male,129
Chemicals/Process,2013,25-29,Male,150
Chemicals/Process,2013,30-34,Male,173
Chemicals/Process,2013,35-39,Male,191
Chemicals/Process,2013,40-44,Male,229
Chemicals/Process,2013,45-49,Male,243
Chemicals/Process,2013,50-54,Male,229
Chemicals/Process,2013,55-59,Male,189
Chemicals/Process,2013,60-64,Male,101
Chemicals/Process,2013,65+,Male,67
Chemicals/Process,2013,NA,Male,2
Chemicals/Process,2014,15-19,Male,30
Chemicals/Process,2014,20-24,Male,131
Chemicals/Process,2014,25-29,Male,155
Chemicals/Process,2014,30-34,Male,183
Chemicals/Process,2014,35-39,Male,186
Chemicals/Process,2014,40-44,Male,215
Chemicals/Process,2014,45-49,Male,257
Chemicals/Process,2014,50-54,Male,240
Chemicals/Process,2014,55-59,Male,207
Chemicals/Process,2014,60-64,Male,111
Chemicals/Process,2014,65+,Male,68
Chemicals/Process,2014,NA,Male,1
Chemicals/Process,2015,15-19,Male,31
Chemicals/Process,2015,20-24,Male,126
Chemicals/Process,2015,25-29,Male,152
Chemicals/Process,2015,30-34,Male,170
Chemicals/Process,2015,35-39,Male,161
Chemicals/Process,2015,40-44,Male,202
Chemicals/Process,2015,45-49,Male,257
Chemicals/Process,2015,50-54,Male,244
Chemicals/Process,2015,55-59,Male,201
Chemicals/Process,2015,60-64,Male,101
Chemicals/Process,2015,65+,Male,85
Chemicals/Process,2015,NA,Male,1
Chemicals/Process,2016,15-19,Male,31
Chemicals/Process,2016,20-24,Male,136
Chemicals/Process,2016,25-29,Male,170
Chemicals/Process,2016,30-34,Male,154
Chemicals/Process,2016,35-39,Male,160
Chemicals/Process,2016,40-44,Male,192
Chemicals/Process,2016,45-49,Male,203
Chemicals/Process,2016,50-54,Male,253
Chemicals/Process,2016,55-59,Male,213
Chemicals/Process,2016,60-64,Male,125
Chemicals/Process,2016,65+,Male,79
Chemicals/Process,2016,NA,Male,0
Chemicals/Process,2017,15-19,Male,26
Chemicals/Process,2017,20-24,Male,152
Chemicals/Process,2017,25-29,Male,203
Chemicals/Process,2017,30-34,Male,186
Chemicals/Process,2017,35-39,Male,190
Chemicals/Process,2017,40-44,Male,196
Chemicals/Process,2017,45-49,Male,215
Chemicals/Process,2017,50-54,Male,245
Chemicals/Process,2017,55-59,Male,224
Chemicals/Process,2017,60-64,Male,135
Chemicals/Process,2017,65+,Male,96
Chemicals/Process,2017,NA,Male,0
Chemicals/Process,2018,15-19,Male,46
Chemicals/Process,2018,20-24,Male,150
Chemicals/Process,2018,25-29,Male,194
Chemicals/Process,2018,30-34,Male,180
Chemicals/Process,2018,35-39,Male,173
Chemicals/Process,2018,40-44,Male,178
Chemicals/Process,2018,45-49,Male,218
Chemicals/Process,2018,50-54,Male,231
Chemicals/Process,2018,55-59,Male,217
Chemicals/Process,2018,60-64,Male,149
Chemicals/Process,2018,65+,Male,86
Chemicals/Process,2018,NA,Male,0
Chemicals/Process,2019,15-19,Male,31
Chemicals/Process,2019,20-24,Male,151
Chemicals/Process,2019,25-29,Male,195
Chemicals/Process,2019,30-34,Male,182
Chemicals/Process,2019,35-39,Male,166
Chemicals/Process,2019,40-44,Male,178
Chemicals/Process,2019,45-49,Male,170
Chemicals/Process,2019,50-54,Male,228
Chemicals/Process,2019,55-59,Male,225
Chemicals/Process,2019,60-64,Male,157
Chemicals/Process,2019,65+,Male,98
Chemicals/Process,2019,NA,Male,2
Construction,2011,15-19,Male,454
Construction,2011,20-24,Male,1929
Construction,2011,25-29,Male,2200
Construction,2011,30-34,Male,1830
Construction,2011,35-39,Male,1400
Construction,2011,40-44,Male,1334
Construction,2011,45-49,Male,1407
Construction,2011,50-54,Male,1121
Construction,2011,55-59,Male,753
Construction,2011,60-64,Male,389
Construction,2011,65+,Male,301
Construction,2011,NA,Male,36
Construction,2012,15-19,Male,451
Construction,2012,20-24,Male,2011
Construction,2012,25-29,Male,2246
Construction,2012,30-34,Male,1923
Construction,2012,35-39,Male,1484
Construction,2012,40-44,Male,1359
Construction,2012,45-49,Male,1419
Construction,2012,50-54,Male,1133
Construction,2012,55-59,Male,751
Construction,2012,60-64,Male,414
Construction,2012,65+,Male,295
Construction,2012,NA,Male,25
Construction,2013,15-19,Male,493
Construction,2013,20-24,Male,2193
Construction,2013,25-29,Male,2415
Construction,2013,30-34,Male,2022
Construction,2013,35-39,Male,1593
Construction,2013,40-44,Male,1341
Construction,2013,45-49,Male,1446
Construction,2013,50-54,Male,1184
Construction,2013,55-59,Male,827
Construction,2013,60-64,Male,437
Construction,2013,65+,Male,309
Construction,2013,NA,Male,33
Construction,2014,15-19,Male,462
Construction,2014,20-24,Male,2119
Construction,2014,25-29,Male,2350
Construction,2014,30-34,Male,2096
Construction,2014,35-39,Male,1603
Construction,2014,40-44,Male,1332
Construction,2014,45-49,Male,1336
Construction,2014,50-54,Male,1204
Construction,2014,55-59,Male,862
Construction,2014,60-64,Male,447
Construction,2014,65+,Male,326
Construction,2014,NA,Male,29
Construction,2015,15-19,Male,445
Construction,2015,20-24,Male,1909
Construction,2015,25-29,Male,2247
Construction,2015,30-34,Male,1993
Construction,2015,35-39,Male,1553
Construction,2015,40-44,Male,1172
Construction,2015,45-49,Male,1229
Construction,2015,50-54,Male,1190
Construction,2015,55-59,Male,819
Construction,2015,60-64,Male,424
Construction,2015,65+,Male,357
Construction,2015,NA,Male,13
Construction,2016,15-19,Male,394
Construction,2016,20-24,Male,1999
Construction,2016,25-29,Male,2274
Construction,2016,30-34,Male,1974
Construction,2016,35-39,Male,1604
Construction,2016,40-44,Male,1256
Construction,2016,45-49,Male,1150
Construction,2016,50-54,Male,1204
Construction,2016,55-59,Male,912
Construction,2016,60-64,Male,476
Construction,2016,65+,Male,397
Construction,2016,NA,Male,9
Construction,2017,15-19,Male,495
Construction,2017,20-24,Male,2074
Construction,2017,25-29,Male,2402
Construction,2017,30-34,Male,2100
Construction,2017,35-39,Male,1633
Construction,2017,40-44,Male,1278
Construction,2017,45-49,Male,1177
Construction,2017,50-54,Male,1259
Construction,2017,55-59,Male,1004
Construction,2017,60-64,Male,559
Construction,2017,65+,Male,479
Construction,2017,NA,Male,7
Construction,2018,15-19,Male,469
Construction,2018,20-24,Male,2019
Construction,2018,25-29,Male,2475
Construction,2018,30-34,Male,2175
Construction,2018,35-39,Male,1717
Construction,2018,40-44,Male,1327
Construction,2018,45-49,Male,1206
Construction,2018,50-54,Male,1313
Construction,2018,55-59,Male,1166
Construction,2018,60-64,Male,593
Construction,2018,65+,Male,483
Construction,2018,NA,Male,9
Construction,2019,15-19,Male,548
Construction,2019,20-24,Male,2104
Construction,2019,25-29,Male,2515
Construction,2019,30-34,Male,2218
Construction,2019,35-39,Male,1885
Construction,2019,40-44,Male,1453
Construction,2019,45-49,Male,1183
Construction,2019,50-54,Male,1135
Construction,2019,55-59,Male,1134
Construction,2019,60-64,Male,627
Construction,2019,65+,Male,572
Construction,2019,NA,Male,13
Education,2011,15-19,Male,216
Education,2011,20-24,Male,36
Education,2011,25-29,Male,46
Education,2011,30-34,Male,29
Education,2011,35-39,Male,39
Education,2011,40-44,Male,34
Education,2011,45-49,Male,51
Education,2011,50-54,Male,55
Education,2011,55-59,Male,44
Education,2011,60-64,Male,36
Education,2011,65+,Male,23
Education,2011,NA,Male,18
Education,2012,15-19,Male,224
Education,2012,20-24,Male,51
Education,2012,25-29,Male,34
Education,2012,30-34,Male,42
Education,2012,35-39,Male,32
Education,2012,40-44,Male,44
Education,2012,45-49,Male,53
Education,2012,50-54,Male,46
Education,2012,55-59,Male,51
Education,2012,60-64,Male,30
Education,2012,65+,Male,26
Education,2012,NA,Male,4
Education,2013,15-19,Male,212
Education,2013,20-24,Male,53
Education,2013,25-29,Male,45
Education,2013,30-34,Male,49
Education,2013,35-39,Male,36
Education,2013,40-44,Male,40
Education,2013,45-49,Male,40
Education,2013,50-54,Male,57
Education,2013,55-59,Male,47
Education,2013,60-64,Male,35
Education,2013,65+,Male,23
Education,2013,NA,Male,6
Education,2014,15-19,Male,186
Education,2014,20-24,Male,48
Education,2014,25-29,Male,47
Education,2014,30-34,Male,56
Education,2014,35-39,Male,29
Education,2014,40-44,Male,39
Education,2014,45-49,Male,37
Education,2014,50-54,Male,58
Education,2014,55-59,Male,59
Education,2014,60-64,Male,31
Education,2014,65+,Male,23
Education,2014,NA,Male,5
Education,2015,15-19,Male,181
Education,2015,20-24,Male,42
Education,2015,25-29,Male,24
Education,2015,30-34,Male,30
Education,2015,35-39,Male,25
Education,2015,40-44,Male,35
Education,2015,45-49,Male,48
Education,2015,50-54,Male,73
Education,2015,55-59,Male,58
Education,2015,60-64,Male,31
Education,2015,65+,Male,26
Education,2015,NA,Male,5
Education,2016,15-19,Male,166
Education,2016,20-24,Male,39
Education,2016,25-29,Male,40
Education,2016,30-34,Male,27
Education,2016,35-39,Male,24
Education,2016,40-44,Male,30
Education,2016,45-49,Male,53
Education,2016,50-54,Male,46
Education,2016,55-59,Male,50
Education,2016,60-64,Male,34
Education,2016,65+,Male,22
Education,2016,NA,Male,2
Education,2017,15-19,Male,149
Education,2017,20-24,Male,43
Education,2017,25-29,Male,38
Education,2017,30-34,Male,32
Education,2017,35-39,Male,35
Education,2017,40-44,Male,33
Education,2017,45-49,Male,33
Education,2017,50-54,Male,64
Education,2017,55-59,Male,54
Education,2017,60-64,Male,32
Education,2017,65+,Male,18
Education,2017,NA,Male,3
Education,2018,15-19,Male,162
Education,2018,20-24,Male,39
Education,2018,25-29,Male,41
Education,2018,30-34,Male,38
Education,2018,35-39,Male,24
Education,2018,40-44,Male,33
Education,2018,45-49,Male,37
Education,2018,50-54,Male,45
Education,2018,55-59,Male,60
Education,2018,60-64,Male,27
Education,2018,65+,Male,23
Education,2018,NA,Male,2
Education,2019,15-19,Male,132
Education,2019,20-24,Male,44
Education,2019,25-29,Male,38
Education,2019,30-34,Male,31
Education,2019,35-39,Male,43
Education,2019,40-44,Male,35
Education,2019,45-49,Male,54
Education,2019,50-54,Male,62
Education,2019,55-59,Male,55
Education,2019,60-64,Male,47
Education,2019,65+,Male,29
Education,2019,NA,Male,4
Electrical,2011,15-19,Male,19
Electrical,2011,20-24,Male,136
Electrical,2011,25-29,Male,220
Electrical,2011,30-34,Male,192
Electrical,2011,35-39,Male,142
Electrical,2011,40-44,Male,159
Electrical,2011,45-49,Male,177
Electrical,2011,50-54,Male,154
Electrical,2011,55-59,Male,108
Electrical,2011,60-64,Male,66
Electrical,2011,65+,Male,27
Electrical,2011,NA,Male,5
Electrical,2012,15-19,Male,20
Electrical,2012,20-24,Male,130
Electrical,2012,25-29,Male,227
Electrical,2012,30-34,Male,201
Electrical,2012,35-39,Male,142
Electrical,2012,40-44,Male,147
Electrical,2012,45-49,Male,193
Electrical,2012,50-54,Male,177
Electrical,2012,55-59,Male,113
Electrical,2012,60-64,Male,55
Electrical,2012,65+,Male,31
Electrical,2012,NA,Male,2
Electrical,2013,15-19,Male,19
Electrical,2013,20-24,Male,159
Electrical,2013,25-29,Male,238
Electrical,2013,30-34,Male,231
Electrical,2013,35-39,Male,185
Electrical,2013,40-44,Male,182
Electrical,2013,45-49,Male,187
Electrical,2013,50-54,Male,196
Electrical,2013,55-59,Male,105
Electrical,2013,60-64,Male,45
Electrical,2013,65+,Male,29
Electrical,2013,NA,Male,2
Electrical,2014,15-19,Male,26
Electrical,2014,20-24,Male,166
