Industry Sector,Injury/Illness Year,Age Group,Gender,AllowedLostTime
Schedule 2,2018,35-39,Female,1059
Schedule 2,2018,40-44,Female,1281
Schedule 2,2018,45-49,Female,1274
Schedule 2,2018,50-54,Female,1405
Schedule 2,2018,55-59,Female,1161
Schedule 2,2018,60-64,Female,558
Schedule 2,2018,65+,Female,192
Schedule 2,2018,NA,Female,2
Schedule 2,2019,15-19,Female,100
Schedule 2,2019,20-24,Female,342
Schedule 2,2019,25-29,Female,768
Schedule 2,2019,30-34,Female,890
Schedule 2,2019,35-39,Female,1037
Schedule 2,2019,40-44,Female,1283
Schedule 2,2019,45-49,Female,1338
Schedule 2,2019,50-54,Female,1401
Schedule 2,2019,55-59,Female,1187
Schedule 2,2019,60-64,Female,595
Schedule 2,2019,65+,Female,192
Schedule 2,2019,NA,Female,2
Services,2011,15-19,Female,399
Services,2011,20-24,Female,779
Services,2011,25-29,Female,611
Services,2011,30-34,Female,494
Services,2011,35-39,Female,581
Services,2011,40-44,Female,640
Services,2011,45-49,Female,804
Services,2011,50-54,Female,828
Services,2011,55-59,Female,585
Services,2011,60-64,Female,349
Services,2011,65+,Female,123
Services,2011,NA,Female,14
Services,2012,15-19,Female,424
Services,2012,20-24,Female,794
Services,2012,25-29,Female,624
Services,2012,30-34,Female,433
Services,2012,35-39,Female,520
Services,2012,40-44,Female,597
Services,2012,45-49,Female,733
Services,2012,50-54,Female,758
Services,2012,55-59,Female,565
Services,2012,60-64,Female,326
Services,2012,65+,Female,106
Services,2012,NA,Female,5
Services,2013,15-19,Female,454
Services,2013,20-24,Female,841
Services,2013,25-29,Female,625
Services,2013,30-34,Female,497
Services,2013,35-39,Female,464
Services,2013,40-44,Female,557
Services,2013,45-49,Female,673
Services,2013,50-54,Female,723
Services,2013,55-59,Female,532
Services,2013,60-64,Female,355
Services,2013,65+,Female,117
Services,2013,NA,Female,4
Services,2014,15-19,Female,437
Services,2014,20-24,Female,873
Services,2014,25-29,Female,587
Services,2014,30-34,Female,439
Services,2014,35-39,Female,424
Services,2014,40-44,Female,545
Services,2014,45-49,Female,629
Services,2014,50-54,Female,725
Services,2014,55-59,Female,544
Services,2014,60-64,Female,317
Services,2014,65+,Female,133
Services,2014,NA,Female,9
Services,2015,15-19,Female,514
Services,2015,20-24,Female,874
Services,2015,25-29,Female,598
Services,2015,30-34,Female,471
Services,2015,35-39,Female,431
Services,2015,40-44,Female,483
Services,2015,45-49,Female,569
Services,2015,50-54,Female,718
Services,2015,55-59,Female,555
Services,2015,60-64,Female,324
Services,2015,65+,Female,148
Services,2015,NA,Female,6
Services,2016,15-19,Female,529
Services,2016,20-24,Female,1049
Services,2016,25-29,Female,761
Services,2016,30-34,Female,505
Services,2016,35-39,Female,518
Services,2016,40-44,Female,552
Services,2016,45-49,Female,623
Services,2016,50-54,Female,739
Services,2016,55-59,Female,652
Services,2016,60-64,Female,381
Services,2016,65+,Female,180
Services,2016,NA,Female,6
Services,2017,15-19,Female,671
Services,2017,20-24,Female,1114
Services,2017,25-29,Female,744
Services,2017,30-34,Female,510
Services,2017,35-39,Female,536
Services,2017,40-44,Female,557
Services,2017,45-49,Female,619
Services,2017,50-54,Female,807
Services,2017,55-59,Female,651
Services,2017,60-64,Female,408
Services,2017,65+,Female,161
Services,2017,NA,Female,3
Services,2018,15-19,Female,664
Services,2018,20-24,Female,1221
Services,2018,25-29,Female,856
Services,2018,30-34,Female,568
Services,2018,35-39,Female,541
Services,2018,40-44,Female,566
Services,2018,45-49,Female,659
Services,2018,50-54,Female,825
Services,2018,55-59,Female,748
Services,2018,60-64,Female,480
Services,2018,65+,Female,209
Services,2018,NA,Female,5
Services,2019,15-19,Female,617
Services,2019,20-24,Female,1221
Services,2019,25-29,Female,871
Services,2019,30-34,Female,615
Services,2019,35-39,Female,509
Services,2019,40-44,Female,539
Services,2019,45-49,Female,638
Services,2019,50-54,Female,758
Services,2019,55-59,Female,755
Services,2019,60-64,Female,496
Services,2019,65+,Female,235
Services,2019,NA,Female,6
Transportation,2011,15-19,Female,14
Transportation,2011,20-24,Female,49
Transportation,2011,25-29,Female,68
Transportation,2011,30-34,Female,85
Transportation,2011,35-39,Female,96
Transportation,2011,40-44,Female,111
Transportation,2011,45-49,Female,122
Transportation,2011,50-54,Female,132
Transportation,2011,55-59,Female,66
Transportation,2011,60-64,Female,37
Transportation,2011,65+,Female,14
Transportation,2011,NA,Female,1
Transportation,2012,15-19,Female,6
Transportation,2012,20-24,Female,56
Transportation,2012,25-29,Female,71
Transportation,2012,30-34,Female,80
Transportation,2012,35-39,Female,78
Transportation,2012,40-44,Female,124
Transportation,2012,45-49,Female,109
Transportation,2012,50-54,Female,123
Transportation,2012,55-59,Female,69
Transportation,2012,60-64,Female,30
Transportation,2012,65+,Female,8
Transportation,2012,NA,Female,1
Transportation,2013,15-19,Female,9
Transportation,2013,20-24,Female,49
Transportation,2013,25-29,Female,72
Transportation,2013,30-34,Female,88
Transportation,2013,35-39,Female,95
Transportation,2013,40-44,Female,107
Transportation,2013,45-49,Female,110
Transportation,2013,50-54,Female,124
Transportation,2013,55-59,Female,68
Transportation,2013,60-64,Female,32
Transportation,2013,65+,Female,19
Transportation,2013,NA,Female,0
Transportation,2014,15-19,Female,11
Transportation,2014,20-24,Female,64
Transportation,2014,25-29,Female,80
Transportation,2014,30-34,Female,86
Transportation,2014,35-39,Female,90
Transportation,2014,40-44,Female,107
Transportation,2014,45-49,Female,102
Transportation,2014,50-54,Female,113
Transportation,2014,55-59,Female,94
Transportation,2014,60-64,Female,43
Transportation,2014,65+,Female,18
Transportation,2014,NA,Female,1
Transportation,2015,15-19,Female,7
Transportation,2015,20-24,Female,51
Transportation,2015,25-29,Female,64
Transportation,2015,30-34,Female,58
Transportation,2015,35-39,Female,88
Transportation,2015,40-44,Female,93
Transportation,2015,45-49,Female,92
Transportation,2015,50-54,Female,95
Transportation,2015,55-59,Female,69
Transportation,2015,60-64,Female,49
Transportation,2015,65+,Female,20
Transportation,2015,NA,Female,0
Transportation,2016,15-19,Female,10
Transportation,2016,20-24,Female,47
Transportation,2016,25-29,Female,80
Transportation,2016,30-34,Female,80
Transportation,2016,35-39,Female,107
Transportation,2016,40-44,Female,104
Transportation,2016,45-49,Female,94
Transportation,2016,50-54,Female,121
Transportation,2016,55-59,Female,98
Transportation,2016,60-64,Female,61
Transportation,2016,65+,Female,21
Transportation,2016,NA,Female,0
Transportation,2017,15-19,Female,20
Transportation,2017,20-24,Female,82
Transportation,2017,25-29,Female,99
Transportation,2017,30-34,Female,98
Transportation,2017,35-39,Female,97
Transportation,2017,40-44,Female,85
Transportation,2017,45-49,Female,118
Transportation,2017,50-54,Female,131
Transportation,2017,55-59,Female,100
Transportation,2017,60-64,Female,61
Transportation,2017,65+,Female,28
Transportation,2017,NA,Female,0
Transportation,2018,15-19,Female,19
Transportation,2018,20-24,Female,111
Transportation,2018,25-29,Female,96
Transportation,2018,30-34,Female,100
Transportation,2018,35-39,Female,113
Transportation,2018,40-44,Female,110
Transportation,2018,45-49,Female,120
Transportation,2018,50-54,Female,133
Transportation,2018,55-59,Female,122
Transportation,2018,60-64,Female,72
Transportation,2018,65+,Female,33
Transportation,2018,NA,Female,1
Transportation,2019,15-19,Female,21
Transportation,2019,20-24,Female,89
Transportation,2019,25-29,Female,123
Transportation,2019,30-34,Female,98
Transportation,2019,35-39,Female,100
Transportation,2019,40-44,Female,123
Transportation,2019,45-49,Female,130
Transportation,2019,50-54,Female,145
Transportation,2019,55-59,Female,133
Transportation,2019,60-64,Female,83
Transportation,2019,65+,Female,35
Transportation,2019,NA,Female,0
Agriculture,2011,15-19,Male,44
Agriculture,2011,20-24,Male,122
Agriculture,2011,25-29,Male,113
Agriculture,2011,30-34,Male,88
Agriculture,2011,35-39,Male,79
Agriculture,2011,40-44,Male,81
Agriculture,2011,45-49,Male,80
Agriculture,2011,50-54,Male,60
Agriculture,2011,55-59,Male,36
Agriculture,2011,60-64,Male,23
Agriculture,2011,65+,Male,8
Agriculture,2011,NA,Male,1
Agriculture,2012,15-19,Male,44
Agriculture,2012,20-24,Male,152
Agriculture,2012,25-29,Male,118
Agriculture,2012,30-34,Male,103
Agriculture,2012,35-39,Male,83
Agriculture,2012,40-44,Male,93
Agriculture,2012,45-49,Male,86
Agriculture,2012,50-54,Male,59
Agriculture,2012,55-59,Male,51
Agriculture,2012,60-64,Male,20
Agriculture,2012,65+,Male,13
Agriculture,2012,NA,Male,1
Agriculture,2013,15-19,Male,55
Agriculture,2013,20-24,Male,162
Agriculture,2013,25-29,Male,130
Agriculture,2013,30-34,Male,132
Agriculture,2013,35-39,Male,88
Agriculture,2013,40-44,Male,107
Agriculture,2013,45-49,Male,89
Agriculture,2013,50-54,Male,72
Agriculture,2013,55-59,Male,51
Agriculture,2013,60-64,Male,38
Agriculture,2013,65+,Male,8
Agriculture,2013,NA,Male,1
Agriculture,2014,15-19,Male,74
Agriculture,2014,20-24,Male,181
Agriculture,2014,25-29,Male,141
Agriculture,2014,30-34,Male,137
Agriculture,2014,35-39,Male,99
Agriculture,2014,40-44,Male,95
Agriculture,2014,45-49,Male,78
Agriculture,2014,50-54,Male,62
Agriculture,2014,55-59,Male,52
Agriculture,2014,60-64,Male,34
Agriculture,2014,65+,Male,15
Agriculture,2014,NA,Male,1
Agriculture,2015,15-19,Male,48
Agriculture,2015,20-24,Male,186
Agriculture,2015,25-29,Male,136
Agriculture,2015,30-34,Male,123
Agriculture,2015,35-39,Male,89
Agriculture,2015,40-44,Male,92
Agriculture,2015,45-49,Male,85
Agriculture,2015,50-54,Male,76
Agriculture,2015,55-59,Male,47
Agriculture,2015,60-64,Male,28
Agriculture,2015,65+,Male,16
Agriculture,2015,NA,Male,1
Agriculture,2016,15-19,Male,58
Agriculture,2016,20-24,Male,164
Agriculture,2016,25-29,Male,165
Agriculture,2016,30-34,Male,129
Agriculture,2016,35-39,Male,100
Agriculture,2016,40-44,Male,91
Agriculture,2016,45-49,Male,70
Agriculture,2016,50-54,Male,90
Agriculture,2016,55-59,Male,51
Agriculture,2016,60-64,Male,41
Agriculture,2016,65+,Male,22
Agriculture,2016,NA,Male,0
Agriculture,2017,15-19,Male,44
Agriculture,2017,20-24,Male,187
Agriculture,2017,25-29,Male,156
Agriculture,2017,30-34,Male,133
Agriculture,2017,35-39,Male,105
Agriculture,2017,40-44,Male,99
Agriculture,2017,45-49,Male,85
Agriculture,2017,50-54,Male,70
Agriculture,2017,55-59,Male,58
Agriculture,2017,60-64,Male,39
Agriculture,2017,65+,Male,19
Agriculture,2017,NA,Male,2
Agriculture,2018,15-19,Male,50
Agriculture,2018,20-24,Male,156
Agriculture,2018,25-29,Male,179
Agriculture,2018,30-34,Male,137
Agriculture,2018,35-39,Male,105
Agriculture,2018,40-44,Male,110
Agriculture,2018,45-49,Male,67
Agriculture,2018,50-54,Male,66
Agriculture,2018,55-59,Male,59
Agriculture,2018,60-64,Male,50
Agriculture,2018,65+,Male,22
Agriculture,2018,NA,Male,0
Agriculture,2019,15-19,Male,57
Agriculture,2019,20-24,Male,153
Agriculture,2019,25-29,Male,145
Agriculture,2019,30-34,Male,159
Agriculture,2019,35-39,Male,112
Agriculture,2019,40-44,Male,90
Agriculture,2019,45-49,Male,77
Agriculture,2019,50-54,Male,70
Agriculture,2019,55-59,Male,69
Agriculture,2019,60-64,Male,45
Agriculture,2019,65+,Male,24
Agriculture,2019,NA,Male,1
Automotive,2011,15-19,Male,23
Automotive,2011,20-24,Male,103
Automotive,2011,25-29,Male,110
Automotive,2011,30-34,Male,129
Automotive,2011,35-39,Male,180
Automotive,2011,40-44,Male,217
Automotive,2011,45-49,Male,265
Automotive,2011,50-54,Male,211
Automotive,2011,55-59,Male,128
Automotive,2011,60-64,Male,42
Automotive,2011,65+,Male,6
Automotive,2011,NA,Male,0
Automotive,2012,15-19,Male,32
Automotive,2012,20-24,Male,96
Automotive,2012,25-29,Male,89
Automotive,2012,30-34,Male,126
Automotive,2012,35-39,Male,176
Automotive,2012,40-44,Male,213
Automotive,2012,45-49,Male,250
Automotive,2012,50-54,Male,243
Automotive,2012,55-59,Male,135
Automotive,2012,60-64,Male,50
Automotive,2012,65+,Male,7
Automotive,2012,NA,Male,0
Automotive,2013,15-19,Male,17
Automotive,2013,20-24,Male,100
Automotive,2013,25-29,Male,93
Automotive,2013,30-34,Male,127
Automotive,2013,35-39,Male,131
Automotive,2013,40-44,Male,172
Automotive,2013,45-49,Male,214
Automotive,2013,50-54,Male,164
Automotive,2013,55-59,Male,113
Automotive,2013,60-64,Male,50
Automotive,2013,65+,Male,9
Automotive,2013,NA,Male,1
Automotive,2014,15-19,Male,20
Automotive,2014,20-24,Male,79
Automotive,2014,25-29,Male,94
Automotive,2014,30-34,Male,115
Automotive,2014,35-39,Male,137
Automotive,2014,40-44,Male,156
Automotive,2014,45-49,Male,154
Automotive,2014,50-54,Male,188
Automotive,2014,55-59,Male,121
Automotive,2014,60-64,Male,53
Automotive,2014,65+,Male,9
Automotive,2014,NA,Male,0
Automotive,2015,15-19,Male,18
Automotive,2015,20-24,Male,85
Automotive,2015,25-29,Male,81
Automotive,2015,30-34,Male,80
Automotive,2015,35-39,Male,114
Automotive,2015,40-44,Male,131
Automotive,2015,45-49,Male,155
Automotive,2015,50-54,Male,161
Automotive,2015,55-59,Male,104
Automotive,2015,60-64,Male,59
Automotive,2015,65+,Male,15
Automotive,2015,NA,Male,0
Automotive,2016,15-19,Male,34
Automotive,2016,20-24,Male,91
Automotive,2016,25-29,Male,94
Automotive,2016,30-34,Male,104
Automotive,2016,35-39,Male,139
Automotive,2016,40-44,Male,149
Automotive,2016,45-49,Male,173
Automotive,2016,50-54,Male,200
Automotive,2016,55-59,Male,128
Automotive,2016,60-64,Male,61
Automotive,2016,65+,Male,14
Automotive,2016,NA,Male,0
Automotive,2017,15-19,Male,10
Automotive,2017,20-24,Male,85
Automotive,2017,25-29,Male,124
Automotive,2017,30-34,Male,104
Automotive,2017,35-39,Male,125
Automotive,2017,40-44,Male,130
Automotive,2017,45-49,Male,159
Automotive,2017,50-54,Male,159
Automotive,2017,55-59,Male,152
Automotive,2017,60-64,Male,68
Automotive,2017,65+,Male,20
Automotive,2017,NA,Male,0
Automotive,2018,15-19,Male,28
Automotive,2018,20-24,Male,129
Automotive,2018,25-29,Male,149
Automotive,2018,30-34,Male,118
Automotive,2018,35-39,Male,137
Automotive,2018,40-44,Male,158
Automotive,2018,45-49,Male,170
Automotive,2018,50-54,Male,178
Automotive,2018,55-59,Male,163
Automotive,2018,60-64,Male,96
Automotive,2018,65+,Male,23
Automotive,2018,NA,Male,0
Automotive,2019,15-19,Male,17
Automotive,2019,20-24,Male,88
Automotive,2019,25-29,Male,106
Automotive,2019,30-34,Male,83
Automotive,2019,35-39,Male,96
Automotive,2019,40-44,Male,100
Automotive,2019,45-49,Male,132
Automotive,2019,50-54,Male,163
Automotive,2019,55-59,Male,144
Automotive,2019,60-64,Male,97
Automotive,2019,65+,Male,32
Automotive,2019,NA,Male,0
Chemicals/Process,2011,15-19,Male,6
Chemicals/Process,2011,20-24,Male,40
Chemicals/Process,2011,25-29,Male,41
Chemicals/Process,2011,30-34,Male,65
Chemicals/Process,2011,35-39,Male,69
Chemicals/Process,2011,40-44,Male,88
Chemicals/Process,2011,45-49,Male,83
Chemicals/Process,2011,50-54,Male,92
Chemicals/Process,2011,55-59,Male,57
Chemicals/Process,2011,60-64,Male,33
Chemicals/Process,2011,65+,Male,10
Chemicals/Process,2011,NA,Male,1
Chemicals/Process,2012,15-19,Male,5
Chemicals/Process,2012,20-24,Male,44
Chemicals/Process,2012,25-29,Male,44
Chemicals/Process,2012,30-34,Male,43
Chemicals/Process,2012,35-39,Male,64
Chemicals/Process,2012,40-44,Male,72
Chemicals/Process,2012,45-49,Male,77
Chemicals/Process,2012,50-54,Male,68
Chemicals/Process,2012,55-59,Male,68
Chemicals/Process,2012,60-64,Male,37
Chemicals/Process,2012,65+,Male,5
Chemicals/Process,2012,NA,Male,1
Chemicals/Process,2013,15-19,Male,4
Chemicals/Process,2013,20-24,Male,26
Chemicals/Process,2013,25-29,Male,45
Chemicals/Process,2013,30-34,Male,56
Chemicals/Process,2013,35-39,Male,45
Chemicals/Process,2013,40-44,Male,65
Chemicals/Process,2013,45-49,Male,68
Chemicals/Process,2013,50-54,Male,83
Chemicals/Process,2013,55-59,Male,58
Chemicals/Process,2013,60-64,Male,37
Chemicals/Process,2013,65+,Male,11
Chemicals/Process,2013,NA,Male,0
Chemicals/Process,2014,15-19,Male,5
Chemicals/Process,2014,20-24,Male,22
Chemicals/Process,2014,25-29,Male,43
Chemicals/Process,2014,30-34,Male,45
Chemicals/Process,2014,35-39,Male,51
Chemicals/Process,2014,40-44,Male,62
Chemicals/Process,2014,45-49,Male,72
Chemicals/Process,2014,50-54,Male,69
Chemicals/Process,2014,55-59,Male,69
Chemicals/Process,2014,60-64,Male,42
Chemicals/Process,2014,65+,Male,15
Chemicals/Process,2014,NA,Male,1
Chemicals/Process,2015,15-19,Male,4
Chemicals/Process,2015,20-24,Male,33
Chemicals/Process,2015,25-29,Male,53
Chemicals/Process,2015,30-34,Male,45
Chemicals/Process,2015,35-39,Male,36
Chemicals/Process,2015,40-44,Male,44
Chemicals/Process,2015,45-49,Male,51
Chemicals/Process,2015,50-54,Male,63
Chemicals/Process,2015,55-59,Male,64
Chemicals/Process,2015,60-64,Male,32
Chemicals/Process,2015,65+,Male,20
Chemicals/Process,2015,NA,Male,0
Chemicals/Process,2016,15-19,Male,2
Chemicals/Process,2016,20-24,Male,34
Chemicals/Process,2016,25-29,Male,56
Chemicals/Process,2016,30-34,Male,71
Chemicals/Process,2016,35-39,Male,59
Chemicals/Process,2016,40-44,Male,59
Chemicals/Process,2016,45-49,Male,71
Chemicals/Process,2016,50-54,Male,69
Chemicals/Process,2016,55-59,Male,77
Chemicals/Process,2016,60-64,Male,37
Chemicals/Process,2016,65+,Male,19
Chemicals/Process,2016,NA,Male,0
Chemicals/Process,2017,15-19,Male,11
Chemicals/Process,2017,20-24,Male,44
Chemicals/Process,2017,25-29,Male,60
Chemicals/Process,2017,30-34,Male,48
Chemicals/Process,2017,35-39,Male,58
Chemicals/Process,2017,40-44,Male,65
Chemicals/Process,2017,45-49,Male,60
Chemicals/Process,2017,50-54,Male,80
Chemicals/Process,2017,55-59,Male,65
Chemicals/Process,2017,60-64,Male,56
Chemicals/Process,2017,65+,Male,8
Chemicals/Process,2017,NA,Male,0
Chemicals/Process,2018,15-19,Male,12
Chemicals/Process,2018,20-24,Male,47
Chemicals/Process,2018,25-29,Male,68
Chemicals/Process,2018,30-34,Male,65
Chemicals/Process,2018,35-39,Male,60
Chemicals/Process,2018,40-44,Male,49
Chemicals/Process,2018,45-49,Male,81
Chemicals/Process,2018,50-54,Male,67
Chemicals/Process,2018,55-59,Male,86
Chemicals/Process,2018,60-64,Male,57
Chemicals/Process,2018,65+,Male,11
Chemicals/Process,2018,NA,Male,0
Chemicals/Process,2019,15-19,Male,13
Chemicals/Process,2019,20-24,Male,52
Chemicals/Process,2019,25-29,Male,59
Chemicals/Process,2019,30-34,Male,62
Chemicals/Process,2019,35-39,Male,70
Chemicals/Process,2019,40-44,Male,60
Chemicals/Process,2019,45-49,Male,76
Chemicals/Process,2019,50-54,Male,73
Chemicals/Process,2019,55-59,Male,74
Chemicals/Process,2019,60-64,Male,42
Chemicals/Process,2019,65+,Male,25
Chemicals/Process,2019,NA,Male,0
Construction,2011,15-19,Male,115
Construction,2011,20-24,Male,530
Construction,2011,25-29,Male,615
Construction,2011,30-34,Male,547
Construction,2011,35-39,Male,454
Construction,2011,40-44,Male,460
Construction,2011,45-49,Male,523
Construction,2011,50-54,Male,434
Construction,2011,55-59,Male,232
Construction,2011,60-64,Male,154
Construction,2011,65+,Male,45
Construction,2011,NA,Male,1
Construction,2012,15-19,Male,127
Construction,2012,20-24,Male,515
Construction,2012,25-29,Male,619
Construction,2012,30-34,Male,552
Construction,2012,35-39,Male,455
Construction,2012,40-44,Male,454
Construction,2012,45-49,Male,478
Construction,2012,50-54,Male,435
Construction,2012,55-59,Male,272
Construction,2012,60-64,Male,163
Construction,2012,65+,Male,39
Construction,2012,NA,Male,3
Construction,2013,15-19,Male,133
Construction,2013,20-24,Male,524
Construction,2013,25-29,Male,620
Construction,2013,30-34,Male,626
Construction,2013,35-39,Male,469
Construction,2013,40-44,Male,442
Construction,2013,45-49,Male,491
Construction,2013,50-54,Male,438
Construction,2013,55-59,Male,318
Construction,2013,60-64,Male,174
Construction,2013,65+,Male,62
Construction,2013,NA,Male,2
Construction,2014,15-19,Male,135
Construction,2014,20-24,Male,521
Construction,2014,25-29,Male,601
Construction,2014,30-34,Male,553
Construction,2014,35-39,Male,474
Construction,2014,40-44,Male,420
Construction,2014,45-49,Male,471
Construction,2014,50-54,Male,488
Construction,2014,55-59,Male,310
Construction,2014,60-64,Male,166
Construction,2014,65+,Male,59
Construction,2014,NA,Male,0
Construction,2015,15-19,Male,110
Construction,2015,20-24,Male,543
Construction,2015,25-29,Male,603
Construction,2015,30-34,Male,526
Construction,2015,35-39,Male,452
Construction,2015,40-44,Male,393
Construction,2015,45-49,Male,464
Construction,2015,50-54,Male,449
Construction,2015,55-59,Male,340
Construction,2015,60-64,Male,164
Construction,2015,65+,Male,72
Construction,2015,NA,Male,0
Construction,2016,15-19,Male,141
Construction,2016,20-24,Male,565
Construction,2016,25-29,Male,686
Construction,2016,30-34,Male,566
Construction,2016,35-39,Male,522
Construction,2016,40-44,Male,408
Construction,2016,45-49,Male,428
Construction,2016,50-54,Male,503
Construction,2016,55-59,Male,375
Construction,2016,60-64,Male,189
Construction,2016,65+,Male,76
Construction,2016,NA,Male,0
Construction,2017,15-19,Male,118
Construction,2017,20-24,Male,636
Construction,2017,25-29,Male,719
Construction,2017,30-34,Male,654
Construction,2017,35-39,Male,562
Construction,2017,40-44,Male,441
Construction,2017,45-49,Male,459
Construction,2017,50-54,Male,476
Construction,2017,55-59,Male,389
Construction,2017,60-64,Male,212
Construction,2017,65+,Male,70
Construction,2017,NA,Male,0
Construction,2018,15-19,Male,156
Construction,2018,20-24,Male,581
Construction,2018,25-29,Male,731
Construction,2018,30-34,Male,634
Construction,2018,35-39,Male,551
Construction,2018,40-44,Male,429
Construction,2018,45-49,Male,386
Construction,2018,50-54,Male,478
Construction,2018,55-59,Male,383
Construction,2018,60-64,Male,241
Construction,2018,65+,Male,79
Construction,2018,NA,Male,0
Construction,2019,15-19,Male,170
Construction,2019,20-24,Male,596
Construction,2019,25-29,Male,711
Construction,2019,30-34,Male,655
Construction,2019,35-39,Male,586
Construction,2019,40-44,Male,445
Construction,2019,45-49,Male,421
Construction,2019,50-54,Male,456
Construction,2019,55-59,Male,383
Construction,2019,60-64,Male,222
Construction,2019,65+,Male,97
Construction,2019,NA,Male,1
Education,2011,15-19,Male,62
Education,2011,20-24,Male,18
Education,2011,25-29,Male,6
Education,2011,30-34,Male,16
Education,2011,35-39,Male,23
Education,2011,40-44,Male,21
Education,2011,45-49,Male,28
Education,2011,50-54,Male,36
Education,2011,55-59,Male,33
Education,2011,60-64,Male,13
Education,2011,65+,Male,4
Education,2011,NA,Male,0
Education,2012,15-19,Male,66
Education,2012,20-24,Male,15
Education,2012,25-29,Male,7
Education,2012,30-34,Male,18
Education,2012,35-39,Male,16
Education,2012,40-44,Male,24
Education,2012,45-49,Male,25
Education,2012,50-54,Male,36
Education,2012,55-59,Male,19
Education,2012,60-64,Male,17
Education,2012,65+,Male,2
Education,2012,NA,Male,1
Education,2013,15-19,Male,48
Education,2013,20-24,Male,7
Education,2013,25-29,Male,12
Education,2013,30-34,Male,15
Education,2013,35-39,Male,15
Education,2013,40-44,Male,15
Education,2013,45-49,Male,28
Education,2013,50-54,Male,30
Education,2013,55-59,Male,26
Education,2013,60-64,Male,9
Education,2013,65+,Male,10
Education,2013,NA,Male,0
Education,2014,15-19,Male,56
Education,2014,20-24,Male,14
Education,2014,25-29,Male,7
Education,2014,30-34,Male,18
Education,2014,35-39,Male,24
Education,2014,40-44,Male,29
Education,2014,45-49,Male,27
Education,2014,50-54,Male,35
Education,2014,55-59,Male,37
Education,2014,60-64,Male,19
Education,2014,65+,Male,7
Education,2014,NA,Male,0
Education,2015,15-19,Male,49
Education,2015,20-24,Male,11
Education,2015,25-29,Male,9
Education,2015,30-34,Male,5
Education,2015,35-39,Male,14
Education,2015,40-44,Male,13
Education,2015,45-49,Male,14
Education,2015,50-54,Male,27
Education,2015,55-59,Male,23
Education,2015,60-64,Male,20
Education,2015,65+,Male,4
Education,2015,NA,Male,0
Education,2016,15-19,Male,55
Education,2016,20-24,Male,13
Education,2016,25-29,Male,15
Education,2016,30-34,Male,13
Education,2016,35-39,Male,17
Education,2016,40-44,Male,19
Education,2016,45-49,Male,16
Education,2016,50-54,Male,24
Education,2016,55-59,Male,30
Education,2016,60-64,Male,18
Education,2016,65+,Male,3
Education,2016,NA,Male,0
Education,2017,15-19,Male,61
Education,2017,20-24,Male,15
Education,2017,25-29,Male,13
Education,2017,30-34,Male,19
Education,2017,35-39,Male,12
Education,2017,40-44,Male,23
Education,2017,45-49,Male,20
Education,2017,50-54,Male,31
Education,2017,55-59,Male,31
Education,2017,60-64,Male,18
Education,2017,65+,Male,11
Education,2017,NA,Male,1
Education,2018,15-19,Male,63
Education,2018,20-24,Male,18
Education,2018,25-29,Male,8
Education,2018,30-34,Male,13
Education,2018,35-39,Male,29
Education,2018,40-44,Male,14
Education,2018,45-49,Male,20
Education,2018,50-54,Male,22
Education,2018,55-59,Male,45
Education,2018,60-64,Male,17
Education,2018,65+,Male,7
Education,2018,NA,Male,1
Education,2019,15-19,Male,89
Education,2019,20-24,Male,22
Education,2019,25-29,Male,18
Education,2019,30-34,Male,20
Education,2019,35-39,Male,15
Education,2019,40-44,Male,16
Education,2019,45-49,Male,22
Education,2019,50-54,Male,34
Education,2019,55-59,Male,32
Education,2019,60-64,Male,21
Education,2019,65+,Male,4
Education,2019,NA,Male,1
Electrical,2011,15-19,Male,5
Electrical,2011,20-24,Male,24
Electrical,2011,25-29,Male,38
Electrical,2011,30-34,Male,33
Electrical,2011,35-39,Male,37
Electrical,2011,40-44,Male,48
Electrical,2011,45-49,Male,55
Electrical,2011,50-54,Male,43
Electrical,2011,55-59,Male,23
Electrical,2011,60-64,Male,15
Electrical,2011,65+,Male,4
Electrical,2011,NA,Male,0
Electrical,2012,15-19,Male,4
Electrical,2012,20-24,Male,22
Electrical,2012,25-29,Male,47
Electrical,2012,30-34,Male,36
Electrical,2012,35-39,Male,30
Electrical,2012,40-44,Male,36
Electrical,2012,45-49,Male,40
Electrical,2012,50-54,Male,32
Electrical,2012,55-59,Male,20
Electrical,2012,60-64,Male,10
Electrical,2012,65+,Male,1
Electrical,2012,NA,Male,1
Electrical,2013,15-19,Male,4
Electrical,2013,20-24,Male,35
Electrical,2013,25-29,Male,36
Electrical,2013,30-34,Male,33
Electrical,2013,35-39,Male,32
Electrical,2013,40-44,Male,38
Electrical,2013,45-49,Male,26
Electrical,2013,50-54,Male,40
Electrical,2013,55-59,Male,25
Electrical,2013,60-64,Male,14
Electrical,2013,65+,Male,3
Electrical,2013,NA,Male,0
Electrical,2014,15-19,Male,3
Electrical,2014,20-24,Male,22
Electrical,2014,25-29,Male,32
Electrical,2014,30-34,Male,44
Electrical,2014,35-39,Male,33
Electrical,2014,40-44,Male,40
Electrical,2014,45-49,Male,39
Electrical,2014,50-54,Male,34
Electrical,2014,55-59,Male,23
Electrical,2014,60-64,Male,5
Electrical,2014,65+,Male,4
Electrical,2014,NA,Male,0
Electrical,2015,15-19,Male,1
Electrical,2015,20-24,Male,23
